rating_id,user_id,book_id,score,created_at
232,14,15,4,2024-09-30 00:00:00
233,14,4,2,2026-02-06 00:00:00
234,14,10,2,2024-07-13 00:00:00
235,14,13,5,2024-07-03 00:00:00
236,14,26,3,2024-09-22 00:00:00
237,14,1,4,2024-07-15 00:00:00
238,14,12,2,2024-07-27 00:00:00
239,14,29,5,2024-12-22 00:00:00
240,14,7,3,2024-05-29 00:00:00
241,14,11,4,2025-01-21 00:00:00
242,14,28,2,2026-02-28 00:00:00
243,14,18,4,2024-12-21 00:00:00
244,14,27,5,2024-08-17 00:00:00
245,14,20,4,2025-05-12 00:00:00
246,15,12,4,2025-05-18 00:00:00
247,15,13,5,2025-12-04 00:00:00
248,15,29,4,2024-12-04 00:00:00
249,15,3,2,2025-12-11 00:00:00
250,15,14,5,2024-11-15 00:00:00
251,15,27,4,2025-05-30 00:00:00
252,15,26,5,2025-06-08 00:00:00
253,15,6,3,2024-08-07 00:00:00
254,15,18,5,2024-08-31 00:00:00
255,15,24,5,2024-05-05 00:00:00
256,15,16,4,2024-12-30 00:00:00
257,15,7,5,2025-04-18 00:00:00
258,15,22,4,2026-01-08 00:00:00
259,15,8,5,2024-05-26 00:00:00
260,15,9,5,2025-08-02 00:00:00
261,15,25,5,2024-09-15 00:00:00
262,15,2,4,2024-09-10 00:00:00
263,15,1,4,2024-11-10 00:00:00
264,15,23,4,2024-08-04 00:00:00
265,15,4,5,2025-11-30 00:00:00
266,15,20,5,2026-03-29 00:00:00
267,15,11,4,2024-05-13 00:00:00
268,16,1,3,2025-08-25 00:00:00
269,16,22,2,2024-11-03 00:00:00
270,16,4,3,2026-03-08 00:00:00
271,16,29,4,2025-01-02 00:00:00
272,16,14,3,2025-12-11 00:00:00
273,16,10,1,2025-03-10 00:00:00
274,16,5,5,2024-12-29 00:00:00
275,16,2,4,2025-10-08 00:00:00
276,16,21,5,2025-06-06 00:00:00
277,16,11,3,2026-03-01 00:00:00
278,16,19,5,2024-07-02 00:00:00
279,16,20,4,2025-11-02 00:00:00
280,16,18,4,2025-11-01 00:00:00
281,17,12,4,2025-03-11 00:00:00
282,17,18,5,2024-05-10 00:00:00
283,17,30,5,2024-05-24 00:00:00
284,17,7,4,2025-04-19 00:00:00
285,17,11,4,2025-09-18 00:00:00
286,17,10,5,2024-12-27 00:00:00
287,17,26,4,2025-03-01 00:00:00
288,17,21,5,2024-10-27 00:00:00
289,17,19,5,2025-09-19 00:00:00
290,17,15,5,2024-11-08 00:00:00
291,17,3,5,2026-02-10 00:00:00
292,18,29,4,2024-10-20 00:00:00
293,18,4,4,2025-04-07 00:00:00
294,18,26,5,2025-01-14 00:00:00
295,18,11,5,2025-10-19 00:00:00
296,18,18,5,2026-01-05 00:00:00
297,18,19,2,2024-06-23 00:00:00
298,18,13,4,2025-08-27 00:00:00
299,18,21,3,2024-08-30 00:00:00
300,18,20,2,2024-08-26 00:00:00
301,18,28,5,2025-08-23 00:00:00
302,18,16,5,2025-02-05 00:00:00
303,18,5,3,2026-03-04 00:00:00
304,18,27,3,2025-07-08 00:00:00
305,19,17,5,2025-05-25 00:00:00
306,19,29,4,2025-09-26 00:00:00
307,19,3,5,2024-12-26 00:00:00
308,19,11,5,2024-05-18 00:00:00
309,19,24,4,2025-03-20 00:00:00
310,19,1,5,2024-10-12 00:00:00
311,19,27,5,2025-04-06 00:00:00
312,19,13,5,2025-06-19 00:00:00
313,19,19,3,2024-11-21 00:00:00
314,19,30,5,2025-01-08 00:00:00
315,19,9,3,2025-06-07 00:00:00
316,19,15,5,2025-04-16 00:00:00
317,19,26,4,2026-03-15 00:00:00
318,19,8,4,2025-12-02 00:00:00
319,19,18,2,2025-07-02 00:00:00
320,19,20,4,2025-09-07 00:00:00
321,19,2,4,2024-12-05 00:00:00
322,20,7,4,2024-12-29 00:00:00
323,20,5,2,2026-04-21 00:00:00
324,20,6,5,2026-02-05 00:00:00
325,20,23,4,2025-02-10 00:00:00
326,20,12,5,2024-09-28 00:00:00
327,20,21,5,2024-11-06 00:00:00
328,20,2,5,2025-09-26 00:00:00
329,20,26,5,2025-07-27 00:00:00
330,20,29,2,2026-02-13 00:00:00
331,20,8,5,2024-10-21 00:00:00
332,20,28,4,2026-03-28 00:00:00
333,20,14,4,2026-04-14 00:00:00
334,20,22,5,2024-09-06 00:00:00
335,20,11,3,2024-05-01 00:00:00
336,20,9,5,2025-06-28 00:00:00
337,20,24,3,2024-09-27 00:00:00
338,20,3,5,2024-06-06 00:00:00
339,20,17,5,2025-05-26 00:00:00
340,20,1,4,2024-05-25 00:00:00
341,20,13,5,2026-03-07 00:00:00
342,20,16,2,2025-09-05 00:00:00
343,20,27,5,2025-05-17 00:00:00
344,20,25,5,2025-05-31 00:00:00
345,20,10,3,2025-01-24 00:00:00
346,20,18,5,2024-10-11 00:00:00
347,20,15,5,2025-02-12 00:00:00
348,20,19,4,2026-02-02 00:00:00
349,21,29,5,2025-05-28 00:00:00
350,21,6,4,2025-02-14 00:00:00
351,21,9,5,2025-06-27 00:00:00
352,21,19,4,2024-12-26 00:00:00
353,21,1,4,2025-03-19 00:00:00
354,21,20,5,2024-05-19 00:00:00
355,21,10,4,2025-06-01 00:00:00
356,21,18,4,2025-03-24 00:00:00
357,21,15,4,2024-09-30 00:00:00
358,21,28,3,2024-10-19 00:00:00
359,21,27,3,2025-01-13 00:00:00
360,21,13,5,2025-02-06 00:00:00
361,21,2,5,2024-05-21 00:00:00
362,21,8,3,2024-06-10 00:00:00
363,21,3,5,2025-08-26 00:00:00
364,21,26,3,2025-11-24 00:00:00
365,21,25,5,2026-02-14 00:00:00
366,21,22,4,2024-08-26 00:00:00
367,21,24,5,2024-10-30 00:00:00
368,22,21,4,2024-07-14 00:00:00
369,22,20,5,2025-03-21 00:00:00
370,22,25,2,2024-08-10 00:00:00
371,22,1,5,2024-09-01 00:00:00
372,22,30,4,2026-04-26 00:00:00
373,22,7,5,2025-07-19 00:00:00
374,22,6,5,2024-09-16 00:00:00
375,22,29,3,2024-10-28 00:00:00
376,22,16,3,2025-06-01 00:00:00
377,22,15,3,2025-08-05 00:00:00
378,22,2,5,2024-12-15 00:00:00
379,22,9,5,2024-08-27 00:00:00
380,22,17,4,2025-03-25 00:00:00
381,22,13,5,2025-05-05 00:00:00
382,22,19,5,2024-08-06 00:00:00
383,22,18,3,2024-06-10 00:00:00
384,22,14,5,2025-06-30 00:00:00
385,22,8,5,2024-06-11 00:00:00
386,22,24,3,2025-08-29 00:00:00
387,22,22,4,2025-04-13 00:00:00
388,22,26,5,2025-02-26 00:00:00
389,22,3,5,2025-02-21 00:00:00
390,22,12,3,2024-10-09 00:00:00
391,22,4,3,2025-07-09 00:00:00
392,22,28,3,2025-06-12 00:00:00
393,22,11,5,2024-08-04 00:00:00
394,23,28,4,2024-08-27 00:00:00
395,23,16,5,2024-05-10 00:00:00
396,23,26,4,2024-11-20 00:00:00
397,23,14,5,2024-06-04 00:00:00
398,23,27,5,2025-12-13 00:00:00
399,23,15,5,2026-03-01 00:00:00
400,23,6,5,2024-05-12 00:00:00
401,23,7,5,2025-12-02 00:00:00
402,23,30,5,2025-08-20 00:00:00
403,23,1,5,2024-12-15 00:00:00
404,23,10,3,2024-07-22 00:00:00
405,24,21,4,2025-01-30 00:00:00
406,24,8,2,2025-12-28 00:00:00
407,24,5,5,2025-02-22 00:00:00
408,24,20,5,2026-02-17 00:00:00
409,24,26,3,2026-01-29 00:00:00
410,24,18,5,2026-01-15 00:00:00
411,24,27,5,2025-12-11 00:00:00
412,24,4,4,2024-07-13 00:00:00
413,24,23,5,2025-12-05 00:00:00
414,24,22,2,2024-10-01 00:00:00
415,24,29,1,2025-02-04 00:00:00
416,24,17,4,2025-09-24 00:00:00
417,24,2,4,2025-03-05 00:00:00
418,24,19,4,2025-02-01 00:00:00
419,24,14,5,2026-01-18 00:00:00
420,24,3,3,2024-09-04 00:00:00
421,24,24,5,2025-02-15 00:00:00
422,24,16,4,2025-12-08 00:00:00
423,25,21,5,2026-03-02 00:00:00
424,25,30,3,2025-02-10 00:00:00
425,25,25,3,2025-06-18 00:00:00
426,25,15,5,2024-06-26 00:00:00
427,25,4,5,2026-04-18 00:00:00
428,25,3,5,2024-05-12 00:00:00
429,25,29,2,2025-05-10 00:00:00
430,25,19,5,2025-11-11 00:00:00
431,25,8,4,2025-07-29 00:00:00
432,25,26,5,2026-03-31 00:00:00
433,25,10,5,2025-07-26 00:00:00
434,25,17,4,2025-08-04 00:00:00
435,25,11,5,2024-09-17 00:00:00
436,25,1,5,2025-01-19 00:00:00
437,25,14,4,2026-03-05 00:00:00
438,25,12,4,2025-04-19 00:00:00
439,25,27,3,2024-09-20 00:00:00
440,26,23,4,2025-02-25 00:00:00
441,26,15,4,2025-12-06 00:00:00
442,26,30,5,2026-01-25 00:00:00
443,26,18,2,2025-09-05 00:00:00
444,26,28,5,2024-11-14 00:00:00
445,26,14,4,2025-04-14 00:00:00
446,26,22,4,2024-09-13 00:00:00
447,26,3,2,2025-12-15 00:00:00
448,26,6,5,2026-02-13 00:00:00
449,26,4,4,2026-02-26 00:00:00
450,26,1,4,2025-08-31 00:00:00
451,26,7,4,2025-03-24 00:00:00
452,26,26,5,2025-06-09 00:00:00
453,27,28,5,2025-03-22 00:00:00
454,27,17,4,2025-04-04 00:00:00
455,27,6,5,2025-11-05 00:00:00
456,27,2,4,2025-10-21 00:00:00
457,27,18,3,2025-01-29 00:00:00
458,27,5,5,2026-03-26 00:00:00
459,27,7,4,2024-08-07 00:00:00
460,27,3,4,2024-12-06 00:00:00
461,27,27,5,2026-02-27 00:00:00
462,27,30,2,2025-04-03 00:00:00
463,27,22,3,2025-10-08 00:00:00
464,27,13,4,2024-07-24 00:00:00
465,27,25,5,2025-04-04 00:00:00
466,27,8,5,2024-12-25 00:00:00
467,27,20,5,2025-05-13 00:00:00
468,27,24,5,2025-03-29 00:00:00
469,27,21,3,2026-04-04 00:00:00
470,27,9,4,2026-03-31 00:00:00
471,27,23,5,2025-07-17 00:00:00
472,27,10,3,2024-11-04 00:00:00
473,27,29,4,2025-11-18 00:00:00
474,27,26,3,2024-06-27 00:00:00
475,27,4,3,2025-09-18 00:00:00
476,27,19,5,2025-05-02 00:00:00
477,28,16,5,2025-12-21 00:00:00
478,28,2,3,2026-04-29 00:00:00
479,28,1,5,2024-09-26 00:00:00
480,28,21,3,2024-08-12 00:00:00
481,28,22,3,2024-12-08 00:00:00
482,28,20,3,2026-02-10 00:00:00
483,28,12,4,2025-11-10 00:00:00
484,28,13,4,2026-01-30 00:00:00
485,28,6,5,2025-01-28 00:00:00
486,28,26,1,2025-08-18 00:00:00
487,28,5,5,2025-08-11 00:00:00
488,28,14,5,2026-04-29 00:00:00
489,28,15,3,2025-02-25 00:00:00
490,28,28,5,2025-03-03 00:00:00
491,28,29,4,2025-04-08 00:00:00
492,29,22,2,2024-10-20 00:00:00
493,29,4,5,2025-04-05 00:00:00
494,29,30,4,2025-01-29 00:00:00
495,29,28,2,2025-02-04 00:00:00
496,29,27,4,2025-07-29 00:00:00
497,29,19,4,2025-11-27 00:00:00
498,29,21,5,2024-06-16 00:00:00
499,29,29,3,2024-10-23 00:00:00
500,29,25,4,2024-09-04 00:00:00
501,29,24,3,2025-03-30 00:00:00
502,29,8,5,2024-10-29 00:00:00
503,29,13,5,2024-09-21 00:00:00
504,29,2,5,2025-06-28 00:00:00
505,29,9,2,2024-12-02 00:00:00
506,29,6,4,2024-11-17 00:00:00
507,29,18,5,2025-12-28 00:00:00
508,29,20,5,2025-11-04 00:00:00
509,29,3,5,2025-09-26 00:00:00
510,29,11,5,2025-12-22 00:00:00
511,29,15,2,2026-02-09 00:00:00
512,29,14,5,2025-10-06 00:00:00
513,30,22,5,2025-06-06 00:00:00
514,30,13,3,2025-02-28 00:00:00
515,30,12,4,2025-10-20 00:00:00
516,30,15,5,2024-12-20 00:00:00
517,30,14,5,2025-04-13 00:00:00
518,30,7,5,2026-02-22 00:00:00
519,30,16,5,2025-12-13 00:00:00
520,30,8,5,2024-11-10 00:00:00
521,30,25,5,2026-04-01 00:00:00
522,30,29,3,2025-10-07 00:00:00
523,30,28,5,2025-08-18 00:00:00
524,30,1,2,2025-04-26 00:00:00
525,30,21,5,2025-04-18 00:00:00
526,30,6,5,2024-07-19 00:00:00
527,31,26,5,2025-07-21 00:00:00
528,31,6,3,2024-05-02 00:00:00
529,31,30,5,2024-07-02 00:00:00
530,31,27,3,2024-11-17 00:00:00
531,31,23,5,2026-03-03 00:00:00
532,31,3,5,2024-08-24 00:00:00
533,31,25,5,2024-06-02 00:00:00
534,31,20,3,2024-06-28 00:00:00
535,31,1,5,2025-08-08 00:00:00
536,31,24,5,2025-03-12 00:00:00
537,31,4,4,2024-09-10 00:00:00
538,31,10,5,2025-05-14 00:00:00
539,31,18,5,2025-09-15 00:00:00
540,32,5,4,2026-03-23 00:00:00
541,32,13,5,2026-04-16 00:00:00
542,32,27,5,2024-11-03 00:00:00
543,32,4,3,2024-06-07 00:00:00
544,32,30,1,2025-08-19 00:00:00
545,32,14,4,2025-06-15 00:00:00
546,32,24,4,2024-12-01 00:00:00
547,32,15,4,2025-11-10 00:00:00
548,32,28,2,2026-03-15 00:00:00
549,32,19,4,2025-01-19 00:00:00
550,32,18,5,2025-02-10 00:00:00
551,32,21,5,2025-05-15 00:00:00
552,32,6,5,2024-12-15 00:00:00
553,32,17,4,2025-10-20 00:00:00
554,32,26,4,2026-04-11 00:00:00
555,32,8,3,2025-09-26 00:00:00
556,32,1,5,2025-12-25 00:00:00
557,32,9,4,2025-04-11 00:00:00
558,32,12,5,2024-10-30 00:00:00
559,32,10,4,2024-06-22 00:00:00
560,32,7,3,2026-04-10 00:00:00
561,32,25,2,2025-02-28 00:00:00
562,32,29,4,2025-12-25 00:00:00
563,32,2,5,2024-05-12 00:00:00
564,32,22,3,2024-05-19 00:00:00
565,32,3,5,2025-06-26 00:00:00
566,32,23,4,2026-01-17 00:00:00
567,33,1,5,2024-07-05 00:00:00
568,33,22,5,2025-11-11 00:00:00
569,33,5,3,2024-05-18 00:00:00
570,33,12,5,2025-11-18 00:00:00
571,33,2,4,2024-09-25 00:00:00
572,33,3,5,2024-08-13 00:00:00
573,33,10,4,2025-04-28 00:00:00
574,33,20,4,2024-12-22 00:00:00
575,33,30,5,2026-01-05 00:00:00
576,33,14,5,2026-03-14 00:00:00
577,33,21,2,2024-06-29 00:00:00
578,33,19,4,2024-05-09 00:00:00
579,33,25,5,2024-11-09 00:00:00
580,33,28,5,2024-09-17 00:00:00
581,33,11,5,2025-09-13 00:00:00
582,33,24,5,2024-11-15 00:00:00
583,33,17,4,2024-05-13 00:00:00
584,33,13,5,2024-06-22 00:00:00
585,33,8,5,2025-05-11 00:00:00
586,33,9,5,2025-11-29 00:00:00
587,33,6,5,2024-10-06 00:00:00
588,33,27,5,2026-04-19 00:00:00
589,33,29,4,2024-11-29 00:00:00
590,33,4,5,2025-11-12 00:00:00
591,33,23,2,2024-12-13 00:00:00
592,33,18,5,2025-07-20 00:00:00
593,34,29,3,2025-03-24 00:00:00
594,34,2,3,2025-05-19 00:00:00
595,34,16,3,2025-03-02 00:00:00
596,34,11,2,2024-07-21 00:00:00
597,34,21,5,2025-01-24 00:00:00
598,34,1,4,2024-12-06 00:00:00
599,34,28,1,2026-03-12 00:00:00
600,34,20,4,2025-02-11 00:00:00
601,34,9,5,2024-11-26 00:00:00
602,34,18,5,2024-05-22 00:00:00
603,34,3,4,2026-01-14 00:00:00
604,35,9,5,2024-10-12 00:00:00
605,35,28,2,2025-08-16 00:00:00
606,35,7,3,2025-02-01 00:00:00
607,35,8,5,2024-09-05 00:00:00
608,35,3,4,2025-10-14 00:00:00
609,35,19,3,2025-10-31 00:00:00
610,35,24,5,2025-10-21 00:00:00
611,35,21,5,2024-11-20 00:00:00
612,35,2,3,2025-02-16 00:00:00
613,35,6,3,2025-08-03 00:00:00
614,35,15,3,2024-09-09 00:00:00
615,35,25,5,2026-04-25 00:00:00
616,35,20,4,2026-03-21 00:00:00
617,35,10,3,2025-06-04 00:00:00
618,35,14,5,2024-12-14 00:00:00
619,35,11,5,2024-10-14 00:00:00
620,35,27,5,2024-11-08 00:00:00
621,35,13,3,2024-11-13 00:00:00
622,35,29,2,2025-03-01 00:00:00
623,35,18,5,2026-01-26 00:00:00
624,35,4,4,2024-06-20 00:00:00
625,35,12,4,2025-04-26 00:00:00
626,36,1,4,2024-07-13 00:00:00
627,36,16,5,2026-02-25 00:00:00
628,36,21,5,2024-09-08 00:00:00
629,36,11,2,2026-02-15 00:00:00
630,36,24,4,2025-07-08 00:00:00
631,36,18,5,2025-06-26 00:00:00
632,36,7,4,2025-07-16 00:00:00
633,36,14,5,2025-02-06 00:00:00
634,36,4,4,2024-12-31 00:00:00
635,36,27,3,2025-12-12 00:00:00
636,36,3,5,2024-07-20 00:00:00
637,36,29,4,2026-04-19 00:00:00
638,36,19,4,2025-12-25 00:00:00
639,36,17,2,2024-09-21 00:00:00
640,36,9,4,2025-06-22 00:00:00
641,36,8,4,2025-09-26 00:00:00
642,36,13,4,2025-11-17 00:00:00
643,36,20,4,2025-10-14 00:00:00
644,36,25,3,2024-10-15 00:00:00
645,37,27,4,2025-03-20 00:00:00
646,37,13,4,2024-06-21 00:00:00
647,37,6,3,2024-08-10 00:00:00
648,37,30,5,2024-11-20 00:00:00
649,37,24,3,2025-10-29 00:00:00
650,37,25,4,2024-12-21 00:00:00
651,37,8,5,2025-09-18 00:00:00
652,37,28,5,2025-09-05 00:00:00
653,37,29,3,2025-09-03 00:00:00
654,37,19,2,2024-11-16 00:00:00
655,37,22,5,2025-04-26 00:00:00
656,37,9,5,2026-03-14 00:00:00
657,37,7,2,2024-07-05 00:00:00
658,37,18,4,2024-05-10 00:00:00
659,37,12,5,2024-07-21 00:00:00
660,37,4,5,2024-09-15 00:00:00
661,37,16,4,2025-11-03 00:00:00
662,37,5,4,2025-04-08 00:00:00
663,37,1,4,2024-06-30 00:00:00
664,37,10,5,2024-11-17 00:00:00
